Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Currency
2022-07-03,2,1900000,850,2 out of 2,Super Area,Menteng,Makassar,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-07-02,3,3800000,1100,1 out of 2,Carpet Area,Cilandak,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,2,3040000,1100,Ground out of 2,Super Area,Wonokromo,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,2,1900000,1500,Ground out of 2,Super Area,Lowokwaru,Palembang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-08,3,19000000,1975,12 out of 18,Super Area,Panakkukang,Malang,Semi-Furnished,Family,3,Contact Agent,IDR
2022-04-30,1,1330000,400,1 out of 2,Super Area,Umbulharjo,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-06,2,3230000,914,Ground out of 2,Super Area,Kelapa Gading,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,2,3230000,1000,2 out of 2,Super Area,Kebayoran Baru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,3,7410000,1170,Ground out of 3,Super Area,Menteng,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-21,1,1235000,350,Ground out of 1,Super Area,Cilandak,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-15,3,2850000,1120,1 out of 2,Carpet Area,Wonokromo,Makassar,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-22,2,3230000,1100,Ground out of 1,Super Area,Lowokwaru,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,1,1292000,500,Ground out of 3,Super Area,Panakkukang,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-20,3,20900000,1435,5 out of 15,Super Area,Umbulharjo,Palembang,Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-25,1,1615000,200,1 out of 3,Carpet Area,Kelapa Gading,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-10,3,12350000,1444,11 out of 14,Super Area,Kebayoran Baru,Jakarta,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-06-20,1,1425000,350,1 out of 3,Super Area,Menteng,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-20,2,1900000,800,1 out of 3,Super Area,Cilandak,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-25,3,6460000,1503,3 out of 7,Carpet Area,Wonokromo,Medan,Semi-Furnished,Family,2,Contact Owner,IDR
2022-06-22,3,3230000,1200,Ground out of 2,Super Area,Lowokwaru,Semarang,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-27,3,4370000,900,2 out of 3,Carpet Area,Panakkukang,Makassar,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-05-20,1,3230000,625,4 out of 10,Super Area,Umbulharjo,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-06,2,1615000,860,1 out of 3,Super Area,Kelapa Gading,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,2,1900000,960,1 out of 2,Super Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,2,1520000,550,1 out of 3,Super Area,Menteng,Malang,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-05-06,3,5700000,1000,Ground out of 2,Super Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-06,1,2850000,520,1 out of 3,Super Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-10,3,4750000,1500,1 out of 2,Super Area,Lowokwaru,Bandung,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-06,2,3135000,966,1 out of 3,Super Area,Panakkukang,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,3,7600000,1400,1 out of 2,Super Area,Umbulharjo,Semarang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-06,3,2850000,1300,2 out of 7,Super Area,Kelapa Gading,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-05,3,2280000,1062,2 out of 3,Super Area,Kebayoran Baru,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-04-30,3,6650000,1850,2 out of 3,Carpet Area,Menteng,Denpasar,Semi-Furnished,Bachelors,3,Contact Owner,IDR
2022-04-30,2,1520000,600,2 out of 3,Carpet Area,Cilandak,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-25,2,2090000,1000,1 out of 2,Super Area,Wonokromo,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-25,3,3800000,1065,4 out of 5,Super Area,Lowokwaru,Jakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-07-02,3,3230000,950,Ground out of 2,Carpet Area,Panakkukang,Surabaya,Unfurnished,Bachelors,3,Contact Owner,IDR
2022-06-10,2,1710000,740,1 out of 2,Super Area,Umbulharjo,Bandung,Unfurnished,Family,2,Contact Owner,IDR
2022-05-25,2,3135000,700,Ground out of 3,Super Area,Kelapa Gading,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-19,2,2280000,880,1 out of 3,Carpet Area,Kebayoran Baru,Semarang,Unfurnished,Family,2,Contact Owner,IDR
2022-05-24,2,2375000,890,3 out of 11,Super Area,Menteng,Makassar,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-07-03,2,4750000,1100,2 out of 2,Super Area,Cilandak,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-25,2,2850000,700,1 out of 3,Super Area,Wonokromo,Denpasar,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-10,3,2660000,1155,15 out of 19,Super Area,Lowokwaru,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-16,3,13680000,1500,2 out of 4,Carpet Area,Panakkukang,Malang,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-06-19,1,1900000,550,Ground out of 4,Super Area,Umbulharjo,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-25,2,3230000,1000,1 out of 5,Super Area,Kelapa Gading,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-11,2,2280000,550,Ground out of 1,Super Area,Kebayoran Baru,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-27,3,13680000,2900,8 out of 9,Carpet Area,Menteng,Medan,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-05-25,3,4940000,2100,1 out of 4,Super Area,Cilandak,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-07-02,2,1995000,1000,Ground out of 1,Super Area,Wonokromo,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-28,2,2850000,800,Ground out of 2,Super Area,Lowokwaru,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-23,2,1615000,900,1 out of 1,Carpet Area,Panakkukang,Denpasar,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-07-07,2,1900000,800,2 out of 2,Carpet Area,Umbulharjo,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-14,2,1900000,1015,Ground out of 2,Super Area,Kelapa Gading,Malang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-11,3,4750000,1700,7 out of 9,Super Area,Kebayoran Baru,Jakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-12,1,1900000,850,Ground out of 1,Super Area,Menteng,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-18,2,2470000,1260,Ground out of 1,Super Area,Cilandak,Bandung,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-06,2,3040000,800,1 out of 2,Super Area,Wonokromo,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-29,1,950000,550,1 out of 1,Carpet Area,Lowokwaru,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-17,2,1805000,800,1 out of 2,Carpet Area,Panakkukang,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-07,3,3420000,1200,1 out of 1,Carpet Area,Umbulharjo,Yogyakarta,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-05-19,3,4560000,1570,Ground out of 2,Super Area,Kelapa Gading,Denpasar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-04,1,1171540,570,Ground out of 2,Super Area,Kebayoran Baru,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-06,2,3800000,900,3 out of 3,Super Area,Menteng,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,2,2470000,700,Ground out of 2,Super Area,Cilandak,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-29,1,1520000,500,Ground out of 1,Super Area,Wonokromo,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-25,2,3420000,1000,1 out of 2,Super Area,Lowokwaru,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-18,2,3800000,700,Ground out of 2,Carpet Area,Panakkukang,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,2,2660000,690,Ground out of 2,Super Area,Umbulharjo,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-03,2,2850000,100,2 out of 2,Carpet Area,Kelapa Gading,Makassar,Semi-Furnished,Family,2,Contact Owner,IDR
2022-07-10,3,4750000,1200,9 out of 11,Carpet Area,Kebayoran Baru,Yogyakarta,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-06-29,2,4940000,1200,1 out of 3,Carpet Area,Menteng,Denpasar,Semi-Furnished,Bachelors,2,Contact Agent,IDR
2022-06-06,2,1710000,800,Ground out of 2,Super Area,Cilandak,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-10,3,2850000,1157,4 out of 8,Super Area,Wonokromo,Malang,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-01,2,2850000,780,1 out of 2,Super Area,Lowokwaru,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-18,3,24700000,2792,5 out of 9,Super Area,Panakkukang,Surabaya,Furnished,Bachelors/Family,5,Contact Owner,IDR
2022-04-30,1,1425000,500,Ground out of 2,Super Area,Umbulharjo,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-02,2,1805000,750,1 out of 3,Super Area,Kelapa Gading,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-02,6,11400000,1800,1 out of 3,Super Area,Kebayoran Baru,Semarang,Furnished,Bachelors/Family,6,Contact Owner,IDR
2022-06-02,1,1330000,500,Ground out of 3,Super Area,Menteng,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-14,2,4370000,1153,15 out of 19,Super Area,Cilandak,Yogyakarta,Semi-Furnished,Family,2,Contact Owner,IDR
2022-07-06,1,3420000,500,1 out of 2,Super Area,Wonokromo,Denpasar,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-02,3,3420000,1000,7 out of 18,Carpet Area,Lowokwaru,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,1,1140000,510,1 out of 2,Super Area,Panakkukang,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-19,2,2470000,730,2 out of 2,Carpet Area,Umbulharjo,Jakarta,Semi-Furnished,Family,2,Contact Owner,IDR
2022-05-25,2,2850000,950,Ground out of 3,Super Area,Kelapa Gading,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-20,2,1900000,730,2 out of 3,Super Area,Kebayoran Baru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-08,3,4180000,1400,1 out of 3,Super Area,Menteng,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-20,2,1900000,900,1 out of 3,Super Area,Cilandak,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,1,1235000,506,1 out of 2,Super Area,Wonokromo,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-30,2,1330000,749,2 out of 4,Super Area,Lowokwaru,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-08,1,3420000,520,2 out of 4,Super Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-13,2,1330000,850,1 out of 1,Super Area,Umbulharjo,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-05,2,4180000,1000,2 out of 3,Super Area,Kelapa Gading,Malang,Semi-Furnished,Family,2,Contact Owner,IDR
2022-06-18,1,1330000,600,1 out of 1,Super Area,Kebayoran Baru,Jakarta,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-23,1,2850000,1900,3 out of 4,Carpet Area,Menteng,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-03,2,1520000,600,1 out of 2,Carpet Area,Cilandak,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-02,1,1330000,500,Ground out of 1,Super Area,Wonokromo,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-08,1,1710000,550,1 out of 2,Super Area,Lowokwaru,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-08,2,1862000,1200,Ground out of 4,Super Area,Panakkukang,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-05,3,2755000,1107,4 out of 4,Carpet Area,Umbulharjo,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-10,1,2850000,550,9 out of 15,Carpet Area,Kelapa Gading,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-07-10,2,4180000,1150,4 out of 9,Carpet Area,Kebayoran Baru,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-22,2,1710000,600,Ground out of 2,Super Area,Menteng,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,3,3420000,1235,1 out of 2,Super Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-25,1,1615000,600,Ground out of 3,Super Area,Wonokromo,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,1,1235000,400,Ground out of 2,Super Area,Lowokwaru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-10,3,7600000,1400,3 out of 5,Carpet Area,Panakkukang,Medan,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-05-03,3,3230000,800,2 out of 2,Carpet Area,Umbulharjo,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-18,2,2280000,700,1 out of 2,Super Area,Kelapa Gading,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-24,2,5700000,900,2 out of 4,Carpet Area,Kebayoran Baru,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-22,1,760000,400,2 out of 3,Super Area,Menteng,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-02,2,2660000,850,2 out of 3,Super Area,Cilandak,Palembang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,3,4750000,1415,4 out of 13,Super Area,Wonokromo,Malang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-13,1,1520000,281,Ground out of 1,Carpet Area,Lowokwaru,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-02,1,2375000,600,2 out of 4,Super Area,Panakkukang,Surabaya,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-24,5,19000000,6000,9 out of 12,Super Area,Umbulharjo,Bandung,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
2022-06-24,2,2660000,1050,1 out of 1,Carpet Area,Kelapa Gading,Medan,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-22,1,1425000,390,Ground out of 1,Carpet Area,Kebayoran Baru,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-22,3,3325000,950,4 out of 4,Carpet Area,Menteng,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-20,3,5130000,1500,3 out of 4,Carpet Area,Cilandak,Yogyakarta,Semi-Furnished,Family,3,Contact Owner,IDR
2022-05-16,2,3135000,200,2 out of 2,Carpet Area,Wonokromo,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-23,2,2280000,926,2 out of 3,Super Area,Lowokwaru,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-08,3,8550000,1700,3 out of 3,Carpet Area,Panakkukang,Malang,Semi-Furnished,Bachelors,3,Contact Owner,IDR
2022-07-06,2,2850000,1068,1 out of 2,Carpet Area,Umbulharjo,Jakarta,Semi-Furnished,Family,2,Contact Owner,IDR
2022-05-15,3,2660000,1800,Ground out of 2,Carpet Area,Kelapa Gading,Surabaya,Semi-Furnished,Family,3,Contact Owner,IDR
2022-07-06,2,3230000,590,Ground out of 3,Carpet Area,Kebayoran Baru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-10,3,6649810,1400,2 out of 4,Carpet Area,Menteng,Medan,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-06-18,1,1330000,550,Ground out of 3,Carpet Area,Cilandak,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-16,1,1995000,520,3 out of 4,Super Area,Wonokromo,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-08,2,2850000,900,3 out of 4,Super Area,Lowokwaru,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-08,2,1900000,700,Ground out of 3,Super Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-14,1,1330000,400,1 out of 2,Super Area,Umbulharjo,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-14,4,38000000,2280,2 out of 3,Carpet Area,Kelapa Gading,Malang,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
2022-07-04,2,2280000,826,1 out of 2,Super Area,Kebayoran Baru,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,2,1900000,1050,1 out of 2,Super Area,Menteng,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-08,2,2850000,700,Ground out of 2,Super Area,Cilandak,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-02,2,3610000,800,1 out of 4,Carpet Area,Wonokromo,Medan,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-07-08,2,4750000,850,1 out of 15,Super Area,Lowokwaru,Semarang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-26,1,1900000,502,1 out of 1,Super Area,Panakkukang,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-25,2,2470000,925,1 out of 2,Carpet Area,Umbulharjo,Yogyakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-05-25,2,2375000,500,2 out of 3,Super Area,Kelapa Gading,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-25,2,1900000,950,1 out of 3,Super Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-02,2,3040000,930,1 out of 4,Super Area,Menteng,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-14,2,2090000,950,1 out of 1,Carpet Area,Cilandak,Jakarta,Semi-Furnished,Family,2,Contact Owner,IDR
2022-07-06,2,2470000,800,1 out of 1,Carpet Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-20,2,2850000,950,1 out of 2,Super Area,Lowokwaru,Bandung,Semi-Furnished,Family,1,Contact Owner,IDR
2022-05-20,3,2850000,1100,1 out of 1,Carpet Area,Panakkukang,Medan,Unfurnished,Family,2,Contact Owner,IDR
2022-07-08,2,3800000,750,3 out of 4,Super Area,Umbulharjo,Semarang,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-29,2,2280000,1000,3 out of 5,Super Area,Kelapa Gading,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,2,114000000,950,1 out of 1,Carpet Area,Kebayoran Baru,Yogyakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-30,2,2090000,800,1 out of 2,Super Area,Menteng,Denpasar,Semi-Furnished,Family,2,Contact Owner,IDR
2022-05-31,1,1900000,500,Ground out of 2,Carpet Area,Cilandak,Palembang,Unfurnished,Bachelors,1,Contact Agent,IDR
2022-07-10,3,5700000,1500,Ground out of 14,Carpet Area,Wonokromo,Malang,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-07-05,1,1520000,550,2 out of 2,Super Area,Lowokwaru,Jakarta,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-06,1,1330000,400,Ground out of 2,Super Area,Panakkukang,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-18,1,1900000,550,2 out of 3,Carpet Area,Umbulharjo,Bandung,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-05-20,2,1767000,730,1 out of 2,Super Area,Kelapa Gading,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-01,2,1995000,1000,1 out of 2,Carpet Area,Kebayoran Baru,Semarang,Semi-Furnished,Family,2,Contact Owner,IDR
2022-07-10,2,3040000,975,Ground out of 2,Carpet Area,Menteng,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-06-05,2,3800000,1800,12 out of 19,Super Area,Cilandak,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-20,2,1710000,745,1 out of 2,Super Area,Wonokromo,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,2,3420000,900,1 out of 4,Carpet Area,Lowokwaru,Palembang,Semi-Furnished,Family,2,Contact Agent,IDR
2022-05-02,2,1900000,600,Ground out of 1,Super Area,Panakkukang,Malang,Unfurnished,Family,2,Contact Owner,IDR
2022-06-14,2,3040000,600,2 out of 2,Super Area,Umbulharjo,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-03,1,2565000,450,3 out of 4,Carpet Area,Kelapa Gading,Surabaya,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-05-20,2,3040000,1030,2 out of 4,Super Area,Kebayoran Baru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-21,2,1615000,833,1 out of 2,Super Area,Menteng,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-18,2,2850000,1000,Ground out of 3,Super Area,Cilandak,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-27,2,1558000,840,1 out of 1,Carpet Area,Wonokromo,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,2,3800000,750,1 out of 5,Carpet Area,Lowokwaru,Yogyakarta,Furnished,Family,2,Contact Owner,IDR
2022-07-06,2,1710000,950,2 out of 3,Super Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-20,1,2565000,550,Ground out of 1,Super Area,Umbulharjo,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-05,3,4940000,1125,2 out of 3,Super Area,Kelapa Gading,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-18,2,2090000,700,1 out of 3,Carpet Area,Kebayoran Baru,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-22,2,3420000,1100,1 out of 2,Super Area,Menteng,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-02,2,1900000,700,Ground out of 2,Super Area,Cilandak,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-17,3,7600000,1250,2 out of 4,Carpet Area,Wonokromo,Medan,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-06-06,2,4560000,1100,Ground out of 3,Super Area,Lowokwaru,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-17,1,3420000,475,2 out of 11,Carpet Area,Panakkukang,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-06-17,2,2090000,530,2 out of 3,Super Area,Umbulharjo,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-19,2,4370000,1050,11 out of 12,Carpet Area,Kelapa Gading,Denpasar,Semi-Furnished,Family,2,Contact Agent,IDR
2022-05-18,2,2090000,830,Ground out of 2,Super Area,Kebayoran Baru,Palembang,Semi-Furnished,Family,2,Contact Owner,IDR
2022-06-20,2,1520000,809,1 out of 2,Super Area,Menteng,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,2,2850000,900,Ground out of 3,Super Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,1,1805000,700,Ground out of 2,Super Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-16,2,2565000,1150,1 out of 2,Super Area,Lowokwaru,Bandung,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-05-29,1,2090000,750,Ground out of 2,Super Area,Panakkukang,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-23,2,2470000,920,Ground out of 1,Super Area,Umbulharjo,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-19,2,4750000,1050,9 out of 12,Carpet Area,Kelapa Gading,Makassar,Semi-Furnished,Family,2,Contact Agent,IDR
2022-06-14,2,2280000,1800,2 out of 3,Super Area,Kebayoran Baru,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-06,2,4750000,1000,1 out of 2,Carpet Area,Menteng,Denpasar,Semi-Furnished,Bachelors,2,Contact Agent,IDR
2022-05-10,3,1615000,1062,1 out of 3,Carpet Area,Cilandak,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-10,2,1615000,800,Ground out of 1,Super Area,Wonokromo,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-10,1,950000,450,Ground out of 1,Super Area,Lowokwaru,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-29,2,1615000,900,Ground out of 1,Super Area,Panakkukang,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-14,4,19000000,2240,Ground out of 3,Carpet Area,Umbulharjo,Bandung,Furnished,Bachelors/Family,4,Contact Agent,IDR
